cityid,year,citychn,city19,city_code,cityen,citytype,province,prvn_code,proven,prvntype
1,1990,石家庄市,石家庄市,130100,Shijiazhuang_bf92,Prefecture-level City,河北省,130000,Hebei,province
1,1991,石家庄市,石家庄市,130100,Shijiazhuang_bf92,Prefecture-level City,河北省,130000,Hebei,province
1,1992,石家庄市,石家庄市,130100,Shijiazhuang_bf92,Prefecture-level City,河北省,130000,Hebei,province
2,1993,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,1994,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,1995,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,1996,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,1997,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,1998,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,1999,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,2000,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,2001,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,2002,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,2003,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,2004,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,2005,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,2006,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,2007,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,2008,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,2009,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,2010,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,2011,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,2012,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,2013,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,2014,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,2015,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,2016,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,2017,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,2018,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
2,2019,石家庄市,石家庄市,130100,Shijizhuang,Prefecture-level City,河北省,130000,Hebei,province
3,1990,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,1991,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,1992,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,1993,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,1994,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,1995,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,1996,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,1997,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,1998,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,1999,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,2000,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,2001,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,2002,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,2003,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,2004,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,2005,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,2006,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,2007,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,2008,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,2009,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,2010,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,2011,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,2012,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,2013,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,2014,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,2015,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,2016,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,2017,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,2018,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
3,2019,唐山市,唐山市,130200,Tangshan,Prefecture-level City,河北省,130000,Hebei,province
4,1990,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,1991,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,1992,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,1993,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,1994,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,1995,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,1996,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,1997,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,1998,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,1999,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,2000,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,2001,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,2002,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,2003,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,2004,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,2005,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,2006,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,2007,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,2008,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,2009,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,2010,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,2011,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,2012,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,2013,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,2014,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,2015,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,2016,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,2017,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,2018,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
4,2019,秦皇岛市,秦皇岛市,130300,Qinghuangdao,Prefecture-level City,河北省,130000,Hebei,province
5,1990,邯郸市,邯郸市,130400,Handan_bf92,Prefecture-level City,河北省,130000,Hebei,province
5,1991,邯郸市,邯郸市,130400,Handan_bf92,Prefecture-level City,河北省,130000,Hebei,province
5,1992,邯郸市,邯郸市,130400,Handan_bf92,Prefecture-level City,河北省,130000,Hebei,province
6,1993,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,1994,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,1995,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,1996,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,1997,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,1998,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,1999,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,2000,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,2001,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,2002,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,2003,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,2004,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,2005,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,2006,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,2007,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,2008,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,2009,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,2010,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,2011,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,2012,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,2013,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,2014,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,2015,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,2016,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,2017,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,2018,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
6,2019,邯郸市,邯郸市,130400,Handan,Prefecture-level City,河北省,130000,Hebei,province
7,1990,邢台市,邢台市,130500,Xingtai_bf92,Prefecture-level City,河北省,130000,Hebei,province
7,1991,邢台市,邢台市,130500,Xingtai_bf92,Prefecture-level City,河北省,130000,Hebei,province
7,1992,邢台市,邢台市,130500,Xingtai_bf92,Prefecture-level City,河北省,130000,Hebei,province
8,1993,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,1994,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,1995,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,1996,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,1997,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,1998,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,1999,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,2000,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,2001,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,2002,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,2003,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,2004,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,2005,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,2006,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,2007,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,2008,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,2009,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,2010,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,2011,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,2012,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,2013,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,2014,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,2015,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,2016,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,2017,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,2018,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
8,2019,邢台市,邢台市,130500,Xingtai,Prefecture-level City,河北省,130000,Hebei,province
9,1990,保定市,保定市,130600,Baoding_bf93,Prefecture-level City,河北省,130000,Hebei,province
9,1991,保定市,保定市,130600,Baoding_bf93,Prefecture-level City,河北省,130000,Hebei,province
9,1992,保定市,保定市,130600,Baoding_bf93,Prefecture-level City,河北省,130000,Hebei,province
9,1993,保定市,保定市,130600,Baoding_bf93,Prefecture-level City,河北省,130000,Hebei,province
10,1994,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,1995,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,1996,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,1997,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,1998,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,1999,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,2000,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,2001,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,2002,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,2003,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,2004,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,2005,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,2006,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,2007,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,2008,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,2009,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,2010,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,2011,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,2012,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,2013,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,2014,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,2015,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,2016,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,2017,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,2018,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
10,2019,保定市,保定市,130600,Baoding,Prefecture-level City,河北省,130000,Hebei,province
11,1990,张家口市,张家口市,130700,Zhangjiakou_bf92,Prefecture-level City,河北省,130000,Hebei,province
11,1991,张家口市,张家口市,130700,Zhangjiakou_bf92,Prefecture-level City,河北省,130000,Hebei,province
11,1992,张家口市,张家口市,130700,Zhangjiakou_bf92,Prefecture-level City,河北省,130000,Hebei,province
12,1993,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,1994,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,1995,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,1996,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,1997,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,1998,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,1999,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,2000,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,2001,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,2002,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,2003,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,2004,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,2005,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,2006,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,2007,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,2008,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,2009,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,2010,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,2011,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,2012,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,2013,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,2014,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,2015,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,2016,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,2017,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,2018,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
12,2019,张家口市,张家口市,130700,Zhangjiakou,Prefecture-level City,河北省,130000,Hebei,province
13,1990,承德市,承德市,130800,Chengde_bf92,Prefecture-level City,河北省,130000,Hebei,province
13,1991,承德市,承德市,130800,Chengde_bf92,Prefecture-level City,河北省,130000,Hebei,province
13,1992,承德市,承德市,130800,Chengde_bf92,Prefecture-level City,河北省,130000,Hebei,province
14,1993,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,1994,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,1995,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,1996,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,1997,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,1998,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,1999,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,2000,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,2001,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,2002,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,2003,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,2004,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,2005,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,2006,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,2007,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,2008,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,2009,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,2010,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,2011,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,2012,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,2013,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,2014,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,2015,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,2016,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,2017,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,2018,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
14,2019,承德市,承德市,130800,Chengde,Prefecture-level City,河北省,130000,Hebei,province
15,1990,沧州市,沧州市,130900,Cangzhou_bf92,Prefecture-level City,河北省,130000,Hebei,province
15,1991,沧州市,沧州市,130900,Cangzhou_bf92,Prefecture-level City,河北省,130000,Hebei,province
15,1992,沧州市,沧州市,130900,Cangzhou_bf92,Prefecture-level City,河北省,130000,Hebei,province
16,1993,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,1994,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,1995,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,1996,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,1997,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,1998,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,1999,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,2000,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,2001,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,2002,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,2003,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,2004,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,2005,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,2006,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,2007,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,2008,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,2009,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,2010,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,2011,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,2012,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,2013,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,2014,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,2015,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,2016,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,2017,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,2018,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
16,2019,沧州市,沧州市,130900,Cangzhou,Prefecture-level City,河北省,130000,Hebei,province
17,1990,廊坊市,廊坊市,131000,Langfang,Prefecture-level City,河北省,130000,Hebei,province
17,1991,廊坊市,廊坊市,131000,Langfang,Prefecture-level City,河北省,130000,Hebei,province
17,1992,廊坊市,廊坊市,131000,Langfang,Prefecture-level City,河北省,130000,Hebei,province
17,1993,廊坊市,廊坊市,131000,Langfang,Prefecture-level City,河北省,130000,Hebei,province
17,1994,廊坊市,廊坊市,131000,Langfang,Prefecture-level City,河北省,130000,Hebei,province
17,1995,廊坊市,廊坊市,131000,Langfang,Prefecture-level City,河北省,130000,Hebei,province
17,1996,廊坊市,廊坊市,131000,Langfang,Prefecture-level City,河北省,130000,Hebei,province
17,1997,廊坊市,廊坊市,131000,Langfang,Prefecture-level City,河北省,130000,Hebei,province
17,1998,廊坊市,廊坊市,131000,Langfang,Prefecture-level City,河北省,130000,Hebei,province
17,1999,廊坊市,廊坊市,131000,Langfang,Prefecture-level City,河北省,130000,Hebei,province
17,2000,廊坊市,廊坊市,131000,Langfang,Prefecture-level City,河北省,130000,Hebei,province
17,2001,廊坊市,廊坊市,131000,Langfang,Prefecture-level City,河北省,130000,Hebei,province
17,2002,廊坊市,廊坊市,131000,Langfang,Prefecture-level City,河北省,130000,Hebei,province
17,2003,廊坊市,廊坊市,131000,Langfang,Prefecture-level City,河北省,130000,Hebei,province
17,2004,廊坊市,廊坊市,131000,Langfang,Prefecture-level City,河北省,130000,Hebei,province
17,2005,廊坊市,廊坊市,131000,Langfang,Prefecture-level City,河北省,130000,Hebei,province
17,2006,廊坊市,廊坊市,131000,Langfang,Prefecture-level City,河北省,130000,Hebei,province
