"cityabbr","province","distance_to_harbor","nearest_port","lndis_to_harbor","distance_to_bharbor","nearest_bport","lndis_to_bharbor"
"东莞","广东省","40.9629839737086","深圳市",10.620448519966578,40962.98397370859,"深圳市",10.620448519966578
"中山","广东省","77.8847363499005","深圳市",11.26299811303842,77884.73634990046,"深圳市",11.26299811303842
"云浮","广东省","187.727350984967","广州市",12.142751255307989,187727.3509849665,"广州市",12.142751255307989
"佛山","广东省","71.2986233982811","广州市",11.174646324456896,71298.62339828108,"广州市",11.174646324456896
"广州","广东省","0","广州市",0,0,"广州市",0
"惠州","广东省","75.3663750050519","深圳市",11.230129768117056,75366.37500505186,"深圳市",11.230129768117056
"揭阳","广东省","216.54237781503","深圳市",12.285546165778186,216542.37781503017,"深圳市",12.285546165778186
"梅州","广东省","212.66373720601","厦门市",12.267472200918647,262429.0631984342,"深圳市",12.4777398996054
"汕头","广东省","218.084965000955","厦门市",12.292644598908433,258872.09748483368,"深圳市",12.464093249505583
"汕尾","广东省","148.605499804469","深圳市",11.909057150581553,148605.4998044689,"深圳市",11.909057150581553
"江门","广东省","148.723752587482","广州市",11.9098525784977,148723.75258748193,"广州市",11.9098525784977
"河源","广东省","163.722632852389","广州市",12.005935119783498,163722.63285238922,"广州市",12.005935119783498
"深圳","广东省","0","深圳市",0,0,"深圳市",0
"清远","广东省","125.93790198173","广州市",11.743552163422303,125937.90198172959,"广州市",11.743552163422303
"湛江","广东省","0","湛江市",0,428481.2297042424,"广州市",12.96800454522477
"潮州","广东省","167.906483958475","厦门市",12.031168415976207,298026.6475911291,"深圳市",12.604941538335448
"珠海","广东省","96.3982663838422","深圳市",11.47625387044356,96398.26638384217,"深圳市",11.47625387044356
"肇庆","广东省","137.584980498915","广州市",11.832004313381612,137584.98049891528,"广州市",11.832004313381612
"茂名","广东省","130.971389773029","湛江市",11.782741814877822,303948.27443485963,"广州市",12.624616106053965
"阳江","广东省","196.85303755224","湛江市",12.190217806967942,232516.2022552881,"广州市",12.356719489467345
"韶关","广东省","164.537241251545","广州市",12.010898291784946,164537.2412515452,"广州市",12.010898291784946
"北海","广西壮族自治区","107.552784872718","湛江市",11.585746325826712,470248.0716163382,"广州市",13.061017772927066
"南宁","广西壮族自治区","280.079576500533","湛江市",12.542832613968807,519336.3024777274,"广州市",13.160308859483925
"崇左","广西壮族自治区","336.924035293797","湛江市",12.727615737390034,648085.0962847446,"广州市",13.381778831145638
"来宾","广西壮族自治区","316.186496188338","湛江市",12.664090658979225,424826.29391274974,"广州市",12.959437998052884
"柳州","广西壮族自治区","434.894505252963","湛江市",12.98286106340462,456938.05937818426,"广州市",13.032305311702663
"桂林","广西壮族自治区","378.405769187504","广州市",12.843725004973175,378405.76918750425,"广州市",12.843725004973175
"梧州","广西壮族自治区","259.914064952011","广州市",12.468110183366836,259914.06495201128,"广州市",12.468110183366836
"河池","广西壮族自治区","461.093691133641","湛江市",13.041358704646932,596047.6206413528,"广州市",13.298077520977465
"玉林","广西壮族自治区","150.083297250941","湛江市",11.918952396898769,358094.9286909907,"广州市",12.788556186726113
"百色","广西壮族自治区","511.391855684702","湛江市",13.144893371629598,740996.9634637014,"广州市",13.515753155912371
"贵港","广西壮族自治区","247.090540601383","湛江市",12.417514156673493,361227.7067217126,"广州市",12.797266573340654
"贺州","广西壮族自治区","247.8860357095","广州市",12.420728420203577,247886.03570950043,"广州市",12.420728420203577
"钦州","广西壮族自治区","169.032551017826","湛江市",12.037852500934086,480527.8204183012,"广州市",13.082642485652652
"防城港","广西壮族自治区","240.23892285566","湛江市",12.389393381543522,591002.3940736819,"广州市",13.289577039305216
"乌鲁木齐","新疆维吾尔自治区","2492.19871643848","天津市",14.7286762987113,2492198.7164384844,"天津市",14.7286762987113
"伊犁州","新疆维吾尔自治区","2953.32452862298","天津市",14.898442391231212,2953324.5286229765,"天津市",14.898442391231212
"克孜勒苏","新疆维吾尔自治区","3524.27698229226","天津市",15.075186145529935,3524276.982292257,"天津市",15.075186145529935
"克拉玛依","新疆维吾尔自治区","2709.14560047238","天津市",14.812144235687315,2709145.6004723846,"天津市",14.812144235687315
"博尔塔拉","新疆维吾尔自治区","2946.13187393103","天津市",14.89600397815495,2946131.8739310275,"天津市",14.89600397815495
"吐鲁番","新疆维吾尔自治区","2326.65198869491","天津市",14.659941307268745,2326651.988694915,"天津市",14.659941307268745
"和田","新疆维吾尔自治区","3171.4084279251","天津市",14.969686661529144,3171408.4279251015,"天津市",14.969686661529144
"哈密","新疆维吾尔自治区","2029.59378506923","天津市",14.5233467178262,2029593.7850692295,"天津市",14.5233467178262
"喀什","新疆维吾尔自治区","3453.76679929147","天津市",15.054976308819647,3453766.7992914664,"天津市",15.054976308819647
"塔城","新疆维吾尔自治区","2738.62956076334","天津市",14.822968558083083,2738629.560763338,"天津市",14.822968558083083
"巴音郭楞","新疆维吾尔自治区","2550.44216139791","天津市",14.751777690818582,2550442.161397911,"天津市",14.751777690818582
"昌吉","新疆维吾尔自治区","2434.74786054544","天津市",14.705354171826803,2434747.86054544,"天津市",14.705354171826803
"石河子","新疆维吾尔自治区","2635.82589546344","天津市",14.784707503048903,2635825.895463437,"天津市",14.784707503048903
"阿克苏","新疆维吾尔自治区","3026.44667553524","天津市",14.922900105393648,3026446.675535238,"天津市",14.922900105393648
"阿勒泰","新疆维吾尔自治区","2476.94613410433","天津市",14.722537365532524,2476946.134104326,"天津市",14.722537365532524
"南京","江苏省","260.544108729041","上海市",12.470531287292376,260544.1087290414,"上海市",12.470531287292376
"南通","江苏省","118.741056231497","上海市",11.684708824766671,118741.05623149747,"上海市",11.684708824766671
"宿迁","江苏省","100.639080673526","连云港市",11.519305873538935,331761.57410334784,"青岛市",12.712174853822367
"常州","江苏省","179.00928789951","上海市",12.095198557470248,179009.28789951035,"上海市",12.095198557470248
"徐州","江苏省","149.561359461293","连云港市",11.91546870498488,333257.4684256471,"青岛市",12.716673649347934
"扬州","江苏省","202.13794751865","连云港市",12.216710598919985,253719.6117609142,"上海市",12.44398898691044
"无锡","江苏省","136.026949265372","上海市",11.820615652908252,136026.9492653721,"上海市",11.820615652908252
"泰州","江苏省","201.933647649931","上海市",12.21569939755187,201933.64764993128,"上海市",12.21569939755187
"淮安","江苏省","131.89018210701","连云港市",11.78973248360492,335535.89104024926,"上海市",12.723487187740098
"盐城","江苏省","148.533535848682","连云港市",11.908572774823515,284517.4198864353,"上海市",12.558553275220458
"苏州","江苏省","79.8059797138271","上海市",11.287366244698605,79805.97971382708,"上海市",11.287366244698605
"连云港","江苏省","0","连云港市",0,232509.57842525665,"青岛市",12.356691001577772
"镇江","江苏省","210.286555626479","上海市",12.25623118555323,210286.5556264793,"上海市",12.25623118555323
"上饶","江西省","346.546575340697","福州市",12.755775390757513,402240.7417362178,"宁波市",12.904808534466675
"九江","江西省","518.068436041628","福州市",13.157864558670612,585957.9952677535,"宁波市",13.281005092165046
"南昌","江西省","425.831164551796","福州市",12.961800567695665,541796.5455628434,"宁波市",13.202647678469388
"吉安","江西省","394.856405315642","泉州市",12.886279979506456,422697.25211776874,"广州市",12.954413851504384
"宜春","江西省","474.075773043123","泉州市",13.069124556007148,569309.3907236323,"广州市",13.252181066526752
"抚州","江西省","313.477423973054","泉州市",12.655485813634238,545966.4943486152,"广州市",13.210314718794768
"新余","江西省","447.883273841805","泉州市",13.012290160710059,516753.8515365566,"广州市",13.155323866056413
"景德镇","江西省","407.963650979493","福州市",12.918935809876713,409492.26913545653,"宁波市",12.922675745352525
"萍乡","江西省","464.213578025918","广州市",13.04810217695219,464213.5780259183,"广州市",13.04810217695219
"赣州","江西省","304.843465796677","泉州市",12.627556977314125,314875.5387525114,"广州市",12.659935900510812
"鹰潭","江西省","316.945395038487","福州市",12.666487937735297,455889.2051539185,"宁波市",13.030007281333575
"保定","河北省","189.304701025451","天津市",12.151118453096016,189304.70102545051,"天津市",12.151118453096016
"唐山","河北省","81.9329541763279","秦皇岛市",11.313668764833787,81932.95417632794,"秦皇岛市",11.313668764833787
"廊坊","河北省","61.0318068986369","天津市",11.019166816593616,61031.80689863689,"天津市",11.019166816593616
"张家口","河北省","261.113524889233","天津市",12.472714382742527,261113.5248892327,"天津市",12.472714382742527
"承德","河北省","195.881218833947","秦皇岛市",12.185268833268674,195881.218833947,"秦皇岛市",12.185268833268674
"沧州","河北省","126.381190638132","天津市",11.747065853917777,126381.19063813177,"天津市",11.747065853917777
"石家庄","河北省","282.930070556304","天津市",12.552958580019276,282930.07055630424,"天津市",12.552958580019276
"秦皇岛","河北省","0","秦皇岛市",0,0,"秦皇岛市",0
"衡水","河北省","216.458526417177","天津市",12.28515886399299,216458.5264171766,"天津市",12.28515886399299
"邢台","河北省","320.18436567426","天津市",12.67665537479718,320184.3656742595,"天津市",12.67665537479718
"邯郸","河北省","392.108421156879","天津市",12.879296215425788,392108.4211568786,"天津市",12.879296215425788
"三门峡","河南省","736.080675009407","连云港市",13.509096363034306,780419.6503990105,"天津市",13.567588348681628
"信阳","河南省","479.76088949372","连云港市",13.081045196249095,629802.4396736105,"上海市",13.35316304916735
"南阳","河南省","653.754719711747","连云港市",13.390489043404063,811482.993317804,"青岛市",13.606619940933625
"周口","河南省","401.701153605289","连云港市",12.903466181561006,567113.1623759457,"青岛市",13.248315907021178
"商丘","河南省","316.064297411006","连云港市",12.66370410859909,469336.1823356929,"青岛市",13.059076727997732
